AC,priority,label-val,between_connectivity,cluster
A0A1Y1YH98,False,665,0,0.0
D8FY78,False,666,0,0.0
A0A5E3XC51,False,667,0,0.0
A0A089XJZ9,False,668,0,0.0
A0A1B1Q4I5,False,669,0,0.0
A0A3S8UBM9,False,670,0,0.0
A0A6L8UWL3,False,671,0,0.0
A0A0X9WAH4,False,671,0,0.0
A0A3N6XXG4,False,672,0,0.0
A0A1Q2HZ08,False,673,0,0.0
A0A0F6TCJ3,False,674,0,0.0
A0A3M8K9Q6,False,675,0,0.0
Q6NFA0,False,676,0,0.0
A0A6B8W8P2,False,677,0,0.0
A0A2N6T6T4,False,678,0,0.0
A0A3G6J3W1,False,679,0,0.0
A0A1G9P3I7,False,680,0,0.0
A0A939E3T5,False,681,0,0.0
A0A4P7QI82,False,682,0,0.0
A0A4Q4U6Z4,False,683,0,0.0
A0A6J3D172,False,684,0,0.0
A0A5N4EEH0,False,685,0,0.0
A0A093R0Q4,False,686,0,0.0
A0A2H5RAX4,False,687,0,0.0
A0A852LBI3,False,688,0,0.0
A0A091MKC4,False,686,0,0.0
A0A7L0CUB3,False,684,0,0.0
A0A0F4ZKW1,False,689,0,0.0
A0A7K6EP58,False,684,0,0.0
M3AKJ5,False,690,0,0.0
C5FLN7,False,691,0,0.0
K7GEB9,False,692,0,0.0
U7PWA9,False,693,0,0.0
A0A1B9H421,False,694,0,0.0
Q2HBQ7,False,695,0,0.0
A0A080WQD1,False,696,0,0.0
A0A2A9N829,False,697,0,0.0
A0A7L1IRR6,False,698,0,0.0
A0A3Q1MBB4,False,699,0,0.0
A0A1I7IF74,False,700,0,0.0
A0A514BU60,False,701,0,0.0
A0A4S4AVI9,False,702,0,0.0
A0A556PXI6,False,703,0,0.0
A0A291GEA7,False,704,0,0.0
A0A558NJ27,False,705,0,0.0
I3YDU5,False,706,0,0.0
A0A7V8TRQ5,False,707,0,0.0
A0A7X4GL21,False,708,0,0.0
A0A068YUT1,False,709,0,0.0
A0A348B2J8,False,710,0,0.0
A0A8D5U385,False,711,0,0.0
A0A2U9IDL0,False,711,0,0.0
A0A2U9IKP0,False,711,0,0.0
W7KW00,False,712,0,0.0
A0A031LMW4,False,711,0,0.0
A0A650CLK8,False,713,0,0.0
A0A2U9IBK5,False,711,0,0.0
W7KXD2,False,711,0,0.0
I0IPW2,False,714,0,0.0
A0A0D5NM43,False,715,0,0.0
A0A368W8V3,False,716,0,0.0
A0A073CMV2,False,717,0,0.0
D7UZ87,False,718,0,0.0
A0A1I4QPF2,False,719,0,0.0
A0A1H9KTC4,False,720,0,0.0
A0A1W1X4P4,False,721,0,0.0
A0A1B1Z6C2,False,722,0,0.0
A0A553G239,False,723,0,0.0
A0A119A202,False,724,0,0.0
A0A318UNL1,False,725,0,0.0
A0A316AHZ8,False,726,0,0.0
A0A975FAM9,False,727,0,0.0
A0A916Y2P5,False,728,0,0.0
N1WI00,False,729,0,0.0
A0A6L6GZA3,False,730,0,0.0
A0A3E1NEF1,False,731,0,0.0
M3FBI9,False,732,0,0.0
A0A7H0HKN7,False,733,0,0.0
A0A401UAX0,False,734,0,0.0
A0A1D3TQU4,False,735,0,0.0
A0A4Z0PWQ6,False,736,0,0.0
G0J1K1,False,737,0,0.0
A0A939DHW8,False,738,0,0.0
A0A7L9S8M2,False,739,0,0.0
A0A2U1CK83,False,740,0,0.0
A0A1H9DJU5,False,741,0,0.0
A0A7U3ZNE2,False,742,0,0.0
A0A3N2R1N5,False,743,0,0.0
A0A4P6ETP6,False,744,0,0.0
R2RUC4,False,745,0,0.0
A0A6F8ZI50,False,746,0,0.0
A0A143HAH7,False,747,0,0.0
A0A1H7XEN1,False,748,0,0.0
A0A5C5ULG4,False,749,0,0.0
A0A292YSQ4,False,750,0,0.0
B7K0M5,False,751,0,0.0
A0A127V859,False,752,0,0.0
A0A919X1P8,False,753,0,0.0
A0A8C9DBG7,False,754,0,0.0
A0A7K5X3N1,False,755,0,0.0
A0A7L3SPP3,False,756,0,0.0
A0A7R8CDG1,False,757,0,0.0
A0A8K0ET58,False,758,0,0.0
A0A8C5JL45,False,759,0,0.0
G1TCY0,False,760,0,0.0
A0A8J4YF75,False,761,0,0.0
A0A7K8DH31,False,762,0,0.0
A0A1D1VH49,False,763,0,0.0
A0A7K7UQ20,False,764,0,0.0
A0A9W2WMI6,False,765,0,0.0
X0BCY9,False,766,0,0.0
A0A8V1AEA8,False,767,0,0.0
A0A8J0T3H0,False,768,0,0.0
A0A8C6U9U8,False,769,0,0.0
A0A6A5EAZ8,False,770,0,0.0
A0A7L4BIS6,False,771,0,0.0
A0A7L3D9A1,False,772,0,0.0
A0A7K8J4J1,False,773,0,0.0
A0A7J5YDR1,False,774,0,0.0
A0A7L1GS00,False,775,0,0.0
A0A674H7I9,False,776,0,0.0
G3R0E4,False,777,0,0.0
A0A8J2QY21,False,778,0,0.0
A0A0G4ITQ1,False,779,0,0.0
A0A8U0P535,False,780,0,0.0
A0A8C5C9J9,False,781,0,0.0
A0A7K9K0E0,False,782,0,0.0
A0A8C5CF69,False,783,0,0.0
G5B1G5,False,784,0,0.0
K7FRS5,False,785,0,0.0
A0A5N4CPB0,False,786,0,0.0
A0A8C6I7T8,False,787,0,0.0
G5BIX0,False,788,0,0.0
A0A1S3GR38,False,789,0,0.0
A0A7N4PZX5,False,790,0,0.0
A0A8C3YDR8,False,791,0,0.0
A0A8D2B161,False,792,0,0.0
A0A2Y9GSQ8,False,793,0,0.0
A0A8S9Y7M1,False,794,0,0.0
A0A8J5QSQ4,False,795,0,0.0
A0A834Y264,False,796,0,0.0
A0A833VUQ9,False,797,0,0.0
A0A4S2KA27,False,798,0,0.0
A0A310S6Z6,False,799,0,0.0
F4X3V0,False,800,0,0.0
A0A833RP21,False,801,0,0.0
A0A9J6BC22,False,802,0,0.0
A0A0M9A1V8,False,803,0,0.0
B3MVR1,False,804,0,0.0
A0A139WGM0,False,805,0,0.0
A0A6I8TR65,False,806,0,0.0
A0A6G0X675,False,807,0,0.0
A0A8J2JV04,False,808,0,0.0
A0A6J1S8J3,False,809,0,0.0
A0A8I6SVP5,False,810,0,0.0
A0A834PC56,False,811,0,0.0
B4QI57,False,812,0,0.0
A0A6P8WJZ3,False,813,0,0.0
A0A2G5UZM0,False,814,0,0.0
A0A3P7IUT6,False,815,0,0.0
A0A0B1TD13,False,816,0,0.0
A0A2G5SED5,False,817,0,0.0
A0A2A6B566,False,818,0,0.0
A0A368GEE6,False,819,0,0.0
A0A016W9X6,False,820,0,0.0
A0A2G5UWN5,False,821,0,0.0
A0A2G5T747,False,822,0,0.0
A0A8S1EB29,False,823,0,0.0
A0A016VRJ8,False,824,0,0.0
A0A914WJS8,False,825,0,0.0
A0A1I7S4G8,False,826,0,0.0
A0A8R1HXV0,False,827,0,0.0
A0A6V7TIP9,False,828,0,0.0
A0A238BRV9,False,829,0,0.0
A0A914X3L1,False,830,0,0.0
A0A0D8XXY1,False,831,0,0.0
A0A6V7UD83,False,832,0,0.0
A0A8R1E7H5,False,833,0,0.0
A0A2G5UGB0,False,834,0,0.0
A0A2G5V5K0,False,835,0,0.0
E3M4G3,False,836,0,0.0
E3LWM3,False,837,0,0.0
A0A8R1IEH9,False,838,0,0.0
A0A2G5V594,False,839,0,0.0
E3MB59,False,840,0,0.0
E3M4G4,False,841,0,0.0
A0A8R1TWT4,False,842,0,0.0
A0A2A6CQR0,False,843,0,0.0
A0A914QK61,False,844,0,0.0
A0A016UFQ4,False,845,0,0.0
A0A0K0DLR9,False,846,0,0.0
E3LL09,False,847,0,0.0
A0A811L8K2,False,848,0,0.0
Q965T8,False,849,0,0.0
A0A2G5TBI6,False,850,0,0.0
A0A7E4VKY7,False,851,0,0.0
A0A2A2J5E2,False,852,0,0.0
A8X7I6,False,853,0,0.0
A0A6V7WG00,False,854,0,0.0
A0A2A6C487,False,855,0,0.0
A0A368FG16,False,856,0,0.0
A0A0B1RWY9,False,857,0,0.0
A0A914NT61,False,858,0,0.0
A0A915CPT1,False,859,0,0.0
E3MJL4,False,860,0,0.0
A0A8R1HNA6,False,861,0,0.0
E3LL60,False,862,0,0.0
A0A914TA82,False,863,0,0.0
A8X1X3,False,864,0,0.0
A0A8S1F0L3,False,865,0,0.0
A0A8R1YGH7,False,866,0,0.0
Q966I4,False,867,0,0.0
O16909,False,868,0,0.0
A0A261BLH8,False,869,0,0.0
A0A2A2LJT1,False,870,0,0.0
A8WTB9,False,871,0,0.0
O45416,False,872,0,0.0
A0A2A6C235,False,873,0,0.0
A8XVV0,False,874,0,0.0
Q965L7,False,875,0,0.0
A0A2A6CM05,False,876,0,0.0
A0A2A6CC81,False,877,0,0.0
A0A914YH69,False,878,0,0.0
A0A2G5TQ85,False,879,0,0.0
E3LLV7,False,880,0,0.0
E3LTQ1,False,881,0,0.0
