A0A345ARL4|label=PF13479.12-281-483|priority=2600	A0A345ARL4|label=PF13479.12-281-483|priority=2600
A0A235A4K6|label=PF02826.25-112-284|priority=145	A0A2U3P4H9|label=PF02826.25-118-291|priority=3812
A0A235A4K6|label=PF02826.25-112-284|priority=145	A0A926E3F4|label=PF00389.36-3-309|priority=3803
A0A235A4K6|label=PF02826.25-112-284|priority=145	A0A089PWT1|label=PF02826.25-133-308|priority=140
A0A1U7LGN8|label=PF00198.28-184-415|priority=151	A0A1U7LGN8|label=PF00198.28-184-415|priority=151
A0A1U7LGN8|label=PF00198.28-184-415|priority=151	A0A964BTK2|label=PF00198.28-208-432|priority=3825
A0A1U7LGN8|label=PF00198.28-184-415|priority=151	A0A8J9WRB5|label=PF00198.28-229-455|priority=163
A0D2Q8|label=PF00198.28-177-403|priority=152	A0D2Q8|label=PF00198.28-177-403|priority=152
A0D2Q8|label=PF00198.28-177-403|priority=152	A0A3Q3EXT7|label=PF00198.28-194-417|priority=3824
A0D2Q8|label=PF00198.28-177-403|priority=152	A0A4W3GHS3|label=PF00198.28-290-520|priority=153
A0A5J4NBM4|label=PF00198.28-432-525|priority=154	A0A5J4NBM4|label=PF00198.28-432-525|priority=154
A0A5J4NBM4|label=PF00198.28-432-525|priority=154	H0VJU8|label=PF00198.28-413-643|priority=157
A0A0N1B4T3|label=PF00198.28-69-300|priority=159	A0A0N1B4T3|label=PF00198.28-69-300|priority=159
A0A0J0YR30|label=PF00198.28-319-548|priority=161	A0A0J0YR30|label=PF00198.28-319-548|priority=161
A0A0J0YR30|label=PF00198.28-319-548|priority=161	A0A4R1NQ76|label=PF00198.28-426-659|priority=3829
A0A0J0YR30|label=PF00198.28-319-548|priority=161	A0A172Y955|label=PF00198.28-265-495|priority=164
A0A0J0YR30|label=PF00198.28-319-548|priority=161	A0A7Y0J507|label=PF00198.28-363-596|priority=3835
A0A0J0YR30|label=PF00198.28-319-548|priority=161	A0A7Y3RJS5|label=PF00198.28-284-514|priority=3827
A0A0J0YR30|label=PF00198.28-319-548|priority=161	A5DJM5|label=PF00198.28-213-444|priority=3834
A0A0J0YR30|label=PF00198.28-319-548|priority=161	A0A4R2FAF5|label=PF00198.28-279-511|priority=169
A0A5A8CSB8|label=PF00198.28-1014-1105|priority=165	A0A5A8CSB8|label=PF00198.28-1014-1105|priority=165
D3F6T2|label=PF00198.28-5-236|priority=168	D3F6T2|label=PF00198.28-5-236|priority=168
A0A4Q9HLC1|label=PF16078.10-38-78|priority=180	A0A4Q9HLC1|label=PF16078.10-38-78|priority=180
A0A4Q9HLC1|label=PF16078.10-38-78|priority=180	A0A1C4M2Y8|label=PF16078.10-26-66|priority=3861
A0A518G659|label=PF16078.10-1-38|priority=184	A0A518G659|label=PF16078.10-1-38|priority=184
A0A518G659|label=PF16078.10-1-38|priority=184	A0A8H7B059|label=PF16078.10-63-103|priority=173
A0A518G659|label=PF16078.10-1-38|priority=184	A0A507B741|label=PF16078.10-69-109|priority=177
A0A518G659|label=PF16078.10-1-38|priority=184	A0A2W1KG44|label=PF16078.10-4-44|priority=186
A0A518G659|label=PF16078.10-1-38|priority=184	A0A934UJ95|label=PF16078.10-4-44|priority=183
A0A518G659|label=PF16078.10-1-38|priority=184	A0A2G5KFP2|label=PF16078.10-4-44|priority=3849
A0A518G659|label=PF16078.10-1-38|priority=184	A0A3A9UWD8|label=PF16078.10-4-44|priority=188
A0A518G659|label=PF16078.10-1-38|priority=184	E2BLJ0|label=PF16078.10-56-96|priority=3850
A0A518G659|label=PF16078.10-1-38|priority=184	A0A836ELD4|label=PF16078.10-56-96|priority=3844
A0A518G659|label=PF16078.10-1-38|priority=184	A0A834KFD1|label=PF16078.10-56-96|priority=3855
A0A518G659|label=PF16078.10-1-38|priority=184	T1JTB2|label=PF16078.10-27-67|priority=3852
A0A518G659|label=PF16078.10-1-38|priority=184	A0A6J2QAP8|label=PF16078.10-53-93|priority=172
A0A518G659|label=PF16078.10-1-38|priority=184	A0A3P9ATD6|label=PF16078.10-53-93|priority=171
A0A518G659|label=PF16078.10-1-38|priority=184	A0A4W6F0G6|label=PF16078.10-51-91|priority=176
A0A518G659|label=PF16078.10-1-38|priority=184	A0A7K8XAB4|label=PF16078.10-47-87|priority=185
A0A518G659|label=PF16078.10-1-38|priority=184	A0A850TH97|label=PF16078.10-47-87|priority=187
A0A518G659|label=PF16078.10-1-38|priority=184	A0A8V0Z707|label=PF16078.10-47-87|priority=189
A0A518G659|label=PF16078.10-1-38|priority=184	W5LK94|label=PF16078.10-48-88|priority=3843
A0A518G659|label=PF16078.10-1-38|priority=184	A0A4W5L9F8|label=PF16078.10-48-76|priority=3857
A0A518G659|label=PF16078.10-1-38|priority=184	A0A672QXK6|label=PF16078.10-39-79|priority=3856
A0A518G659|label=PF16078.10-1-38|priority=184	A0A1E3NLY4|label=PF16078.10-38-77|priority=3854
A0A518G659|label=PF16078.10-1-38|priority=184	A4YKC8|label=PF16078.10-25-65|priority=3859
A0A518G659|label=PF16078.10-1-38|priority=184	A0A2T6D4Q4|label=PF16078.10-28-67|priority=174
A0A518G659|label=PF16078.10-1-38|priority=184	A0A5M6IE27|label=PF16078.10-11-51|priority=178
A0A518G659|label=PF16078.10-1-38|priority=184	A0A845HTZ5|label=PF16078.10-8-48|priority=181
A0A518G659|label=PF16078.10-1-38|priority=184	A0A1X7G994|label=PF16078.10-8-48|priority=170
A0A518G659|label=PF16078.10-1-38|priority=184	A0A7T5JT84|label=PF16078.10-11-49|priority=182
A0A518G659|label=PF16078.10-1-38|priority=184	A0A327JIH7|label=PF16078.10-13-53|priority=3845
A0A518G659|label=PF16078.10-1-38|priority=184	A0A432ZIL3|label=PF16078.10-12-52|priority=3858
A0A518G659|label=PF16078.10-1-38|priority=184	A0A975HIE8|label=PF16078.10-12-52|priority=175
A0A518G659|label=PF16078.10-1-38|priority=184	A0A7C9UZQ1|label=PF16078.10-8-48|priority=3860
A0A518G659|label=PF16078.10-1-38|priority=184	A0A078LM70|label=PF16078.10-12-51|priority=3862
K0JWV8|label=PF04029.19-63-223|priority=194	K0JWV8|label=PF04029.19-63-223|priority=194
K0JWV8|label=PF04029.19-63-223|priority=194	A0A919EUI5|label=PF04029.19-9-237|priority=193
K0JWV8|label=PF04029.19-63-223|priority=194	A0A169PC35|label=PF04029.19-17-248|priority=201
K0JWV8|label=PF04029.19-63-223|priority=194	A0A0Q6K8F4|label=PF04029.19-20-244|priority=195
K0JWV8|label=PF04029.19-63-223|priority=194	A0A4R2IFS8|label=PF04029.19-24-244|priority=3868
K0JWV8|label=PF04029.19-63-223|priority=194	A0A6I2FSP3|label=PF04029.19-24-249|priority=199
K0JWV8|label=PF04029.19-63-223|priority=194	A0A166A5N7|label=PF04029.19-11-221|priority=204
K0JWV8|label=PF04029.19-63-223|priority=194	A0A248JPZ4|label=PF04029.19-14-230|priority=208
K0JWV8|label=PF04029.19-63-223|priority=194	A0A2D0HKT3|label=PF04029.19-17-235|priority=191
K0JWV8|label=PF04029.19-63-223|priority=194	A0A1I0ZLH2|label=PF04029.19-93-256|priority=192
W8QE80|label=PF08793.15-3-36|priority=300	W8QE80|label=PF08793.15-3-36|priority=300
G0T549|label=PF08793.15-5-43|priority=303	G0T549|label=PF08793.15-5-43|priority=303
G0T549|label=PF08793.15-5-43|priority=303	W8W2X2|label=PF08793.15-5-43|priority=306
G0T549|label=PF08793.15-5-43|priority=303	A0A068QKK2|label=PF08793.15-33-72|priority=3964
A0A3R8YPI2|label=PF08793.15-5-28|priority=305	A0A3R8YPI2|label=PF08793.15-5-28|priority=305
Q0E553|label=PF08793.15-184-218|priority=310	Q0E553|label=PF08793.15-184-218|priority=310
Q0E553|label=PF08793.15-184-218|priority=310	A4KXB6|label=PF08793.15-211-245|priority=307
Q0E553|label=PF08793.15-184-218|priority=310	A0A2Z5UZF2|label=PF08793.15-172-206|priority=3966
A0A2K9QQV2|label=PF08793.15-233-268|priority=311	A0A2K9QQV2|label=PF08793.15-233-268|priority=311
A0A2K9QQV2|label=PF08793.15-233-268|priority=311	Q06VE0|label=PF08793.15-175-209|priority=302
A7IY44|label=PF08793.15-59-93|priority=312	A7IY44|label=PF08793.15-59-93|priority=312
I2BFU9|label=PF08793.15-417-451|priority=315	I2BFU9|label=PF08793.15-417-451|priority=315
I2BFU9|label=PF08793.15-417-451|priority=315	A0A6M8PSK8|label=PF08793.15-156-190|priority=304
I2BFU9|label=PF08793.15-417-451|priority=315	A0A088B1C4|label=PF08793.15-297-331|priority=314
I2BFU9|label=PF08793.15-417-451|priority=315	A0A2U7M3I2|label=PF08793.15-68-102|priority=316
I2BFU9|label=PF08793.15-417-451|priority=315	A0A0D3R3U0|label=PF08793.15-72-106|priority=3967
I2BFU9|label=PF08793.15-417-451|priority=315	A0A0A0VEA1|label=PF08793.15-156-190|priority=3970
I2BFU9|label=PF08793.15-417-451|priority=315	A0A7G9TKV6|label=PF08793.15-138-172|priority=3973
I2BFU9|label=PF08793.15-417-451|priority=315	A0A9E7PRC1|label=PF08793.15-129-163|priority=313
I2BFU9|label=PF08793.15-417-451|priority=315	Q5GAJ9|label=PF08793.15-8-42|priority=309
I2BFU9|label=PF08793.15-417-451|priority=315	Q5YFM6|label=PF08793.15-519-553|priority=301
D2XB15|label=PF08793.15-3-28|priority=317	D2XB15|label=PF08793.15-3-28|priority=317
A0A218Z287|label=PF20150.5-78-153|priority=318	A0A218Z287|label=PF20150.5-78-153|priority=318
A0A4U0WUT3|label=PF20150.5-82-208|priority=319	A0A4U0WUT3|label=PF20150.5-82-208|priority=319
A0A384JDW8|label=PF20150.5-15-109|priority=320	A0A384JDW8|label=PF20150.5-15-109|priority=320
A0A1E1KMZ8|label=PF20150.5-2-114|priority=321	A0A1E1KMZ8|label=PF20150.5-2-114|priority=321
A0A8H7TGN3|label=PF20150.5-6-124|priority=323	A0A8H7TGN3|label=PF20150.5-6-124|priority=323
A0A010RUZ3|label=PF20150.5-37-178|priority=324	A0A010RUZ3|label=PF20150.5-37-178|priority=324
A0A8S9B3A0|label=PF20150.5-75-226|priority=325	A0A8S9B3A0|label=PF20150.5-75-226|priority=325
A0A0C3C6C8|label=PF20150.5-10-112|priority=326	A0A0C3C6C8|label=PF20150.5-10-112|priority=326
A0A218ZI53|label=PF20150.5-4-86|priority=328	A0A218ZI53|label=PF20150.5-4-86|priority=328
A0A218ZI53|label=PF20150.5-4-86|priority=328	A0A2S7R484|label=PF20150.5-6-88|priority=3985
A0A4Y8DED0|label=PF20150.5-38-119|priority=329	A0A4Y8DED0|label=PF20150.5-38-119|priority=329
A0A4Y8DED0|label=PF20150.5-38-119|priority=329	A0A0B1PD44|label=PF20150.5-28-109|priority=322
A0A179FTM3|label=PF20150.5-22-110|priority=330	A0A179FTM3|label=PF20150.5-22-110|priority=330
K1WKF6|label=PF20150.5-100-225|priority=331	K1WKF6|label=PF20150.5-100-225|priority=331
B6QWN3|label=PF20150.5-31-161|priority=333	B6QWN3|label=PF20150.5-31-161|priority=333
A0A194XUK3|label=PF20150.5-11-116|priority=334	A0A194XUK3|label=PF20150.5-11-116|priority=334
A0A1G4AP13|label=PF20150.5-61-203|priority=335	A0A1G4AP13|label=PF20150.5-61-203|priority=335
A0A094DA81|label=PF20150.5-67-157|priority=336	A0A094DA81|label=PF20150.5-67-157|priority=336
A0A1L7WX03|label=PF20150.5-139-206|priority=337	A0A1L7WX03|label=PF20150.5-139-206|priority=337
A1YQX2|label=PF11591.13-1-34|priority=340	A1YQX2|label=PF11591.13-1-34|priority=340
A1YQX2|label=PF11591.13-1-34|priority=340	A0A8J4F2D6|label=PF11591.13-1-34|priority=344
A1YQX2|label=PF11591.13-1-34|priority=340	D8U0Z8|label=PF11591.13-1-34|priority=349
A1YQX2|label=PF11591.13-1-34|priority=340	A0A8J4CWB6|label=PF11591.13-1-34|priority=350
A1YQX2|label=PF11591.13-1-34|priority=340	A0A2J8AGT4|label=PF11591.13-1-33|priority=338
A1YQX2|label=PF11591.13-1-34|priority=340	A0A150GFJ1|label=PF11591.13-1-33|priority=339
A1YQX2|label=PF11591.13-1-34|priority=340	A0A150GFH7|label=PF11591.13-1-33|priority=341
A1YQX2|label=PF11591.13-1-34|priority=340	A0A836BX86|label=PF11591.13-1-33|priority=342
A1YQX2|label=PF11591.13-1-34|priority=340	A8IV40|label=PF11591.13-1-32|priority=343
A1YQX2|label=PF11591.13-1-34|priority=340	Q1WLW8|label=PF11591.13-1-32|priority=346
A1YQX2|label=PF11591.13-1-34|priority=340	A0A2J8AGS4|label=PF11591.13-1-33|priority=347
A1YQX2|label=PF11591.13-1-34|priority=340	A0A835WI88|label=PF11591.13-1-32|priority=348
A0A835Y0A3|label=PF11591.13-1-33|priority=345	A0A835Y0A3|label=PF11591.13-1-33|priority=345
A0A0D8ZTF9|label=PF01257.25-95-179|priority=353	A0A0D8ZTF9|label=PF01257.25-95-179|priority=353
F7YWS1|label=PF01257.25-570-653|priority=360	F7YWS1|label=PF01257.25-570-653|priority=360
C0N6M1|label=PF01257.25-35-175|priority=361	C0N6M1|label=PF01257.25-35-175|priority=361
C0N6M1|label=PF01257.25-35-175|priority=361	A0A4R2RWQ8|label=PF01257.25-8-91|priority=352
C0N6M1|label=PF01257.25-35-175|priority=361	A0A1C0ABB0|label=PF01257.25-2-84|priority=351
C0N6M1|label=PF01257.25-35-175|priority=361	I0I6K1|label=PF01257.25-4-92|priority=365
A0A183MUS7|label=PF01257.25-60-115|priority=364	A0A183MUS7|label=PF01257.25-60-115|priority=364
A0A2K6M754|label=PF01257.25-63-209|priority=369	A0A2K6M754|label=PF01257.25-63-209|priority=369
A0A821KEN5|label=PF01257.25-1-135|priority=370	A0A821KEN5|label=PF01257.25-1-135|priority=370
A0A821KEN5|label=PF01257.25-1-135|priority=370	A0A6B2M211|label=PF01257.25-13-157|priority=4007
A0A821KEN5|label=PF01257.25-1-135|priority=370	A0A1H6KU82|label=PF01257.25-37-191|priority=4001
A0A0U5GX42|label=PF08975.16-13-100|priority=371	A0A0U5GX42|label=PF08975.16-13-100|priority=371
A0A2D0HB64|label=PF08975.16-19-142|priority=372	A0A2D0HB64|label=PF08975.16-19-142|priority=372
A0A2D0HB64|label=PF08975.16-19-142|priority=372	K9W0L9|label=PF08975.16-35-117|priority=387
A0A2D0HB64|label=PF08975.16-19-142|priority=372	A0A401IN86|label=PF08975.16-33-132|priority=4014
A0A2D0HB64|label=PF08975.16-19-142|priority=372	K9T3M3|label=PF08975.16-33-136|priority=4013
A0A2D0HB64|label=PF08975.16-19-142|priority=372	A0A926T7V8|label=PF08975.16-34-130|priority=375
A0A2D0HB64|label=PF08975.16-19-142|priority=372	A0A0M1JZ22|label=PF08975.16-33-147|priority=4019
A0A2D0HB64|label=PF08975.16-19-142|priority=372	A0A924YUA6|label=PF08975.16-33-139|priority=4032
A0A814TSB3|label=PF08975.16-14-82|priority=373	A0A814TSB3|label=PF08975.16-14-82|priority=373
A0A814TSB3|label=PF08975.16-14-82|priority=373	A0A815GNM4|label=PF08975.16-14-94|priority=4022
A0A7L5A6A0|label=PF08975.16-55-169|priority=377	A0A7L5A6A0|label=PF08975.16-55-169|priority=377
A0A3S1BC99|label=PF08975.16-4-76|priority=381	A0A3S1BC99|label=PF08975.16-4-76|priority=381
Q6CX86|label=PF08975.16-4-113|priority=383	Q6CX86|label=PF08975.16-4-113|priority=383
A0A1S5XY77|label=PF08975.16-18-112|priority=384	A0A1S5XY77|label=PF08975.16-18-112|priority=384
A0A1S5XY77|label=PF08975.16-18-112|priority=384	A0A0W0ZZN3|label=PF08975.16-6-104|priority=385
A0A0W0XX77|label=PF08975.16-13-122|priority=388	A0A0W0XX77|label=PF08975.16-13-122|priority=388
A0A094BED8|label=PF08975.16-13-91|priority=389	A0A094BED8|label=PF08975.16-13-91|priority=389
A0A2V3IVU8|label=PF22547.2-428-577|priority=390	A0A2V3IVU8|label=PF22547.2-428-577|priority=390
A0A7X0NF38|label=PF22547.2-84-197|priority=391	A0A7X0NF38|label=PF22547.2-84-197|priority=391
A0A8H7BNQ3|label=PF22547.2-64-201|priority=392	A0A8H7BNQ3|label=PF22547.2-64-201|priority=392
A0A8H7RUI0|label=PF22547.2-66-216|priority=395	A0A8H7RUI0|label=PF22547.2-66-216|priority=395
A0A940EJQ4|label=PF22547.2-71-189|priority=396	A0A940EJQ4|label=PF22547.2-71-189|priority=396
A0A507E0E4|label=PF22547.2-2-113|priority=397	A0A507E0E4|label=PF22547.2-2-113|priority=397
A0A507E0E4|label=PF22547.2-2-113|priority=397	A0A329RWM0|label=PF22547.2-4-101|priority=403
A0A507E0E4|label=PF22547.2-2-113|priority=397	W2Y354|label=PF22547.2-12-131|priority=4041
A0A507E0E4|label=PF22547.2-2-113|priority=397	A0A0C3M9Z5|label=PF22547.2-19-130|priority=4034
A0A507E0E4|label=PF22547.2-2-113|priority=397	D5G625|label=PF22547.2-24-127|priority=4037
A0A507E0E4|label=PF22547.2-2-113|priority=397	A0A8H7KWU1|label=PF22547.2-9-121|priority=4038
A0A507E0E4|label=PF22547.2-2-113|priority=397	A0A8K1CQR6|label=PF22547.2-24-128|priority=4040
A0A507E0E4|label=PF22547.2-2-113|priority=397	A0A0C3CTN6|label=PF22547.2-11-122|priority=4047
A0A507E0E4|label=PF22547.2-2-113|priority=397	A0A409YH50|label=PF22547.2-10-117|priority=394
A0A507E0E4|label=PF22547.2-2-113|priority=397	A0A8H5D0L3|label=PF22547.2-10-124|priority=406
A0A507E0E4|label=PF22547.2-2-113|priority=397	A0A8H5D156|label=PF22547.2-10-117|priority=4033
A0A507E0E4|label=PF22547.2-2-113|priority=397	K5WQV7|label=PF22547.2-1-35|priority=4048
A0A367JC35|label=PF22547.2-59-118|priority=398	A0A367JC35|label=PF22547.2-59-118|priority=398
A0A8J5KA39|label=PF13906.12-7-57|priority=3603	A0A8J5KA39|label=PF13906.12-7-57|priority=3603
A0A484B8J8|label=PF13906.12-471-520|priority=3607	A0A484B8J8|label=PF13906.12-471-520|priority=3607
A0A6F8ZZV2|label=PF13906.12-1-38|priority=3608	A0A6F8ZZV2|label=PF13906.12-1-38|priority=3608
A0A3Q0E3Y1|label=PF08403.15-90-157|priority=3625	A0A3Q0E3Y1|label=PF08403.15-90-157|priority=3625
A0A512N736|label=PF06684.16-11-186|priority=3655	A0A512N736|label=PF06684.16-11-186|priority=3655
A0A512N736|label=PF06684.16-11-186|priority=3655	A0A208XX12|label=PF06684.16-11-186|priority=3646
A0A512N736|label=PF06684.16-11-186|priority=3655	A0A917RHB9|label=PF06684.16-25-200|priority=7202
A0A512N736|label=PF06684.16-11-186|priority=3655	A0A515KRJ2|label=PF06684.16-5-178|priority=7197
Q57WK6|label=PF01490.24-61-456|priority=3657	Q57WK6|label=PF01490.24-61-456|priority=3657
Q57WK6|label=PF01490.24-61-456|priority=3657	F9WGN7|label=PF01490.24-62-465|priority=7210
A0A507QLJ6|label=PF01490.24-68-475|priority=3658	A0A507QLJ6|label=PF01490.24-68-475|priority=3658
A0A1Z5JQ93|label=PF01490.24-314-494|priority=3659	A0A1Z5JQ93|label=PF01490.24-314-494|priority=3659
A0A8H6IIK7|label=PF01490.24-212-620|priority=3660	A0A8H6IIK7|label=PF01490.24-212-620|priority=3660
A0A8H2VVU1|label=PF01490.24-156-549|priority=3661	A0A8H2VVU1|label=PF01490.24-156-549|priority=3661
A0A8S1DMY6|label=PF01490.24-65-389|priority=3662	A0A8S1DMY6|label=PF01490.24-65-389|priority=3662
A0A673XVT1|label=PF01490.24-154-280|priority=3663	A0A673XVT1|label=PF01490.24-154-280|priority=3663
A0A8B9RSQ9|label=PF01490.24-17-426|priority=3666	A0A8B9RSQ9|label=PF01490.24-17-426|priority=3666
A0A7K5LUN2|label=PF01490.24-73-493|priority=3668	A0A7K5LUN2|label=PF01490.24-73-493|priority=3668
A0A7K5LUN2|label=PF01490.24-73-493|priority=3668	A0A9B0TI89|label=PF01490.24-69-258|priority=7229
A0A7K7SLI8|label=PF01490.24-108-507|priority=3670	A0A7K7SLI8|label=PF01490.24-108-507|priority=3670
D0N593|label=PF01490.24-154-548|priority=3671	D0N593|label=PF01490.24-154-548|priority=3671
D0N593|label=PF01490.24-154-548|priority=3671	Q2U804|label=PF01490.24-188-572|priority=3676
D0N593|label=PF01490.24-154-548|priority=3671	A0A1A0HDA4|label=PF01490.24-190-598|priority=3667
A0A8H8UHS0|label=PF01490.24-32-439|priority=3672	A0A8H8UHS0|label=PF01490.24-32-439|priority=3672
A0A0B0PBG3|label=PF01490.24-23-228|priority=3673	A0A0B0PBG3|label=PF01490.24-23-228|priority=3673
A0A0B0PBG3|label=PF01490.24-23-228|priority=3673	A0A0E0GCF7|label=PF01490.24-29-115|priority=3664
A0A0B0PBG3|label=PF01490.24-23-228|priority=3673	A0A8T0TBI4|label=PF01490.24-39-471|priority=7213
A0A6P8ZDX6|label=PF01490.24-69-436|priority=3675	A0A6P8ZDX6|label=PF01490.24-69-436|priority=3675
A0A2P6VLU2|label=PF14108.11-85-224|priority=3678	A0A2P6VLU2|label=PF14108.11-85-224|priority=3678
S8CV68|label=PF14108.11-1-61|priority=3682	S8CV68|label=PF14108.11-1-61|priority=3682
A0A0M0LQ48|label=PF14108.11-636-771|priority=3689	A0A0M0LQ48|label=PF14108.11-636-771|priority=3689
A7NJ85|label=PF14108.11-3-131|priority=3690	A7NJ85|label=PF14108.11-3-131|priority=3690
A7NJ85|label=PF14108.11-3-131|priority=3690	W2EXZ0|label=PF14108.11-4-129|priority=3680
A7NJ85|label=PF14108.11-3-131|priority=3690	A0A652JWE9|label=PF14108.11-4-129|priority=3677
A7NJ85|label=PF14108.11-3-131|priority=3690	Q31RZ3|label=PF14108.11-5-129|priority=3685
A7NJ85|label=PF14108.11-3-131|priority=3690	A0A930U5G5|label=PF14108.11-5-128|priority=7241
A7NJ85|label=PF14108.11-3-131|priority=3690	A0A2K8SUM7|label=PF14108.11-5-128|priority=3681
A7NJ85|label=PF14108.11-3-131|priority=3690	K9YNJ8|label=PF14108.11-5-128|priority=3692
A7NJ85|label=PF14108.11-3-131|priority=3690	B1X0R3|label=PF14108.11-6-129|priority=3687
A0A812N991|label=PF14108.11-137-257|priority=3691	A0A812N991|label=PF14108.11-137-257|priority=3691
A0A2R6W7G5|label=PF14108.11-106-234|priority=3693	A0A2R6W7G5|label=PF14108.11-106-234|priority=3693
A0A6A4L3L9|label=PF14108.11-51-179|priority=3694	A0A6A4L3L9|label=PF14108.11-51-179|priority=3694
A0A9D4Z0S7|label=PF14108.11-57-203|priority=3695	A0A9D4Z0S7|label=PF14108.11-57-203|priority=3695
A0A2B8ATP3|label=PF07336.16-12-134|priority=3698	A0A2B8ATP3|label=PF07336.16-12-134|priority=3698
A0A8B9YBZ7|label=PF06052.18-211-287|priority=4304	A0A8B9YBZ7|label=PF06052.18-211-287|priority=4304
A0A452EJZ4|label=PF06052.18-1-146|priority=4305	A0A452EJZ4|label=PF06052.18-1-146|priority=4305
A0A452EJZ4|label=PF06052.18-1-146|priority=4305	A0A7K7Z0E8|label=PF06052.18-1-149|priority=4290
A0A452EJZ4|label=PF06052.18-1-146|priority=4305	A0A7L3KY87|label=PF06052.18-1-149|priority=658
A0A452EJZ4|label=PF06052.18-1-146|priority=4305	A0A8J6EMG4|label=PF06052.18-5-147|priority=665
A0A452EJZ4|label=PF06052.18-1-146|priority=4305	A0A6I9HCR7|label=PF06052.18-1-149|priority=4301
A0A452EJZ4|label=PF06052.18-1-146|priority=4305	A0A8C6JTS9|label=PF06052.18-1-149|priority=4303
A0A452EJZ4|label=PF06052.18-1-146|priority=4305	A0A2U9CFF0|label=PF06052.18-1-152|priority=4298
A0A452EJZ4|label=PF06052.18-1-146|priority=4305	A0A6A4WUM0|label=PF06052.18-1-151|priority=656
A0A452EJZ4|label=PF06052.18-1-146|priority=4305	A0A814SK20|label=PF06052.18-4-153|priority=4297
A0A0N4WQ01|label=PF12578.13-465-513|priority=4308	A0A0N4WQ01|label=PF12578.13-465-513|priority=4308
A0A6P8YY48|label=PF12578.13-658-743|priority=4322	A0A6P8YY48|label=PF12578.13-658-743|priority=4322
A0A2U3W7N6|label=PF12578.13-474-606|priority=4324	A0A2U3W7N6|label=PF12578.13-474-606|priority=4324
A0A2U3W7N6|label=PF12578.13-474-606|priority=4324	G5BH26|label=PF12578.13-517-650|priority=678
A0A2U3W7N6|label=PF12578.13-474-606|priority=4324	A0A7K8BH04|label=PF12578.13-489-551|priority=675
A0A2U3W7N6|label=PF12578.13-474-606|priority=4324	A0A0P7VH24|label=PF12578.13-583-705|priority=685
A0A2U3W7N6|label=PF12578.13-474-606|priority=4324	A0A671R7F5|label=PF12578.13-595-718|priority=676
A0A2U3W7N6|label=PF12578.13-474-606|priority=4324	A0A1S3RWR5|label=PF12578.13-630-702|priority=677
A0A2U3W7N6|label=PF12578.13-474-606|priority=4324	A0A6Q2X3Y9|label=PF12578.13-621-720|priority=4321
A0A1V4L136|label=PF12578.13-221-350|priority=4325	A0A1V4L136|label=PF12578.13-221-350|priority=4325
A0A3S9JLR7|label=PF00803.23-7-206|priority=4331	A0A3S9JLR7|label=PF00803.23-7-206|priority=4331
M1JMH0|label=PF00803.23-2-238|priority=4332	M1JMH0|label=PF00803.23-2-238|priority=4332
M1JMH0|label=PF00803.23-2-238|priority=4332	A0A5P9KE66|label=PF00803.23-3-237|priority=689
M1JMH0|label=PF00803.23-2-238|priority=4332	A0A890CSA7|label=PF00803.23-6-227|priority=694
V5LUG3|label=PF00803.23-7-221|priority=4334	V5LUG3|label=PF00803.23-7-221|priority=4334
I7H7W8|label=PF00803.23-11-243|priority=4337	I7H7W8|label=PF00803.23-11-243|priority=4337
A0A5C1DB73|label=PF00803.23-4-250|priority=4339	A0A5C1DB73|label=PF00803.23-4-250|priority=4339
A0A5C1DB73|label=PF00803.23-4-250|priority=4339	A0A386QUM0|label=PF00803.23-39-255|priority=4340
A0A7J9GIM3|label=PF01073.25-1-65|priority=4341	A0A7J9GIM3|label=PF01073.25-1-65|priority=4341
A0A1G4J2I6|label=PF01073.25-5-272|priority=4345	A0A1G4J2I6|label=PF01073.25-5-272|priority=4345
A0A061F0E4|label=PF01073.25-1-127|priority=4348	A0A061F0E4|label=PF01073.25-1-127|priority=4348
A0A8C5K783|label=PF01073.25-13-55|priority=4350	A0A8C5K783|label=PF01073.25-13-55|priority=4350
A0A239I129|label=PF01073.25-10-184|priority=4351	A0A239I129|label=PF01073.25-10-184|priority=4351
D2VA05|label=PF01073.25-2-264|priority=4353	D2VA05|label=PF01073.25-2-264|priority=4353
D2VA05|label=PF01073.25-2-264|priority=4353	A0A150V2C4|label=PF01073.25-10-284|priority=721
D2VA05|label=PF01073.25-2-264|priority=4353	A0A2C5YQK5|label=PF01073.25-152-290|priority=717
D2VA05|label=PF01073.25-2-264|priority=4353	I1RCA0|label=PF01073.25-15-293|priority=710
D2VA05|label=PF01073.25-2-264|priority=4353	A0A5M3Z9M0|label=PF01073.25-14-334|priority=4354
D2VA05|label=PF01073.25-2-264|priority=4353	A0A017S039|label=PF01073.25-14-334|priority=715
A0A2R6RYV8|label=PF01073.25-61-267|priority=4355	A0A2R6RYV8|label=PF01073.25-61-267|priority=4355
A4HSS6|label=PF01073.25-30-292|priority=4356	A4HSS6|label=PF01073.25-30-292|priority=4356
A0A851LN36|label=PF01073.25-1-250|priority=4357	A0A851LN36|label=PF01073.25-1-250|priority=4357
A0A851LN36|label=PF01073.25-1-250|priority=4357	A0A7L1Y507|label=PF01073.25-1-271|priority=4343
A0A851LN36|label=PF01073.25-1-250|priority=4357	A0A4W5KU52|label=PF01073.25-10-139|priority=718
